012,5B8,200,784,365,056,454,453
895,133,243,7A6,111,BC6,476,564
211,BB5,122,EE6,496,DD6,233,254
400,9B6,4A7,674,212,CC5,9A5,AA5
475,AB6,600,144,800,386,055,CC6
266,BC5,101,696,486,376,795,344
9B5,375,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000
