24,2,2,2,6,6,6,6,6,3,3,6,1,1,3,2,2,3,6,6,2,2,3,3,3,3,6,6,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,8,8,8,8,8,4,4,4,8,8,8,2,2,2,8,8,4,2,2,4,4,4,8,8,4,2,2,4,4,4,4,4,4,4,4,4,8,8,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,4,4,4,4,4,9,9,9,4,4,4,4,4,4,4,4,4,4,4,9,9,8,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,2,2,8,9,9,4,4,4,4,4,4,4,4,4,4,4,9,9,8,2,2,2,2,2,2,2,2,4,4,4,9,9,8,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,2,2,4,4,4,2,2,2,2,2,4,8,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,2,2,4,8,8,8,9,9,2,2,2,2,2,2,2,2,4,4,4,8,8,8,2,2,2,2,2,2,2,2,4,4,4,8,8,4,2,2,2,2,2,2,2,2,4,4,4,8,8,8,8,8,2,2,2,4,4,4,2,2,4,8,8,8,9,9,2,2,2,4,4,4,4,4,4,4,4,8,9,9,3,3,3,4,4,4,4,4,2,2,2,8,8,8,4,4,4,2,2,4,4,4,2,2,4,9,9,8,4,4,2,2,2,4,4,4,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,3,3,4,4,4,2,2,2,4,4,4,2,2,2,2,2,8,8,8,4,4,4,4,4,4,8,8,2,2,2,9,9,8,4,4,4,4,4,4,8,8,2,2,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,9,4,2,2,8,8,4,2,2,4,4,4,8,9,9,4,4,4,4,4,4,8,8,9,9,9,9,8,8,a,a,a,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,8,8,8,a,a,a,8,8,8,8,8,4,4,4,4,4,4,4,4,4,8,8,8,9,9,8,4,4,8,8,4,4,4,4,2,2,8,9,9,8,8,8,4,4,9,9,9,9,8,8,9,9,9,9,9,9,9,9,8,4,4,4,4,4,9,9,9,8,8,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,8,8,4,4,4,4,4,4,4,8,8,2,2,2,2,2,4,4,4,4,4,4,4,8,8,4,4,8,8,8,9,9,9,a,a,a,8,8,8,9,9,9,a,a,9,9,9,a,a,a,8,8,8,9,9,9,a,a,9,8,8,8,8,8,4,4,8,9,9,9,9,9,9,9,9
36,2,2,3,6,6,6,6,6,3,3,6,1,1,6,2,2,3,6,6,2,2,3,3,3,3,6,6,2,2,2,4,4,4,4,4,2,4,4,4,4,4,4,2,2,8,8,8,8,8,8,4,4,8,8,8,2,2,2,8,8,4,2,2,4,4,4,8,8,4,2,2,2,4,4,4,4,4,4,4,4,8,8,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,4,4,4,4,4,9,9,9,4,4,4,4,4,4,4,4,4,4,4,9,9,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,8,8,8,8,8,9,8,8,8,4,4,8,8,9,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,2,2,2,8,9,9,4,4,4,4,4,4,4,4,4,4,4,9,9,9,2,2,2,2,2,2,2,2,4,4,4,9,9,9,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,2,2,4,4,2,2,2,2,2,2,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,8,8,8,9,9,2,2,2,2,2,2,2,2,4,4,4,8,8,8,2,2,2,2,2,2,2,2,4,4,4,8,8,4,2,2,2,2,2,2,2,2,4,4,4,8,8,4,8,8,2,2,2,4,4,2,2,2,4,8,8,8,9,9,2,2,2,4,4,4,4,4,4,4,4,8,9,9,3,3,3,4,4,2,4,4,2,2,2,8,8,8,4,4,4,2,2,4,4,4,2,2,4,9,9,4,4,4,2,2,2,4,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,3,3,3,4,4,4,2,2,2,4,4,2,2,2,2,2,2,8,8,8,4,4,4,4,4,4,8,8,2,2,2,9,9,4,4,4,4,4,4,4,8,8,2,2,2,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,4,2,2,8,8,4,2,2,2,4,4,8,9,9,4,4,4,4,4,4,8,8,8,9,9,9,8,8,a,a,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,8,8,8,a,a,a,8,8,9,8,8,4,4,4,4,4,4,4,4,2,8,8,8,9,9,8,4,4,8,8,4,4,4,4,2,2,8,9,9,8,8,8,4,4,8,9,9,9,8,8,9,9,9,9,9,9,9,9,8,4,4,4,4,9,9,9,4,8,8,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,8,8,4,4,4,2,4,4,4,8,8,2,2,2,2,2,2,4,4,4,4,4,4,8,8,4,4,8,8,8,9,9,9,a,a,a,8,8,8,9,9,9,a,a,9,9,9,a,a,a,8,8,8,9,9,9,a,a,9,8,8,8,8,4,4,4,8,9,9,9,9,9,9,9,9
24,2,2,3,6,6,6,6,6,3,3,6,1,1,6,2,2,3,6,6,2,2,3,3,3,3,6,6,2,2,2,4,4,4,4,4,2,4,4,4,4,4,4,2,2,8,8,8,8,8,4,4,4,8,8,8,2,2,2,8,8,4,2,2,4,4,4,8,8,4,2,2,4,4,4,4,4,4,4,4,4,8,8,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,4,4,4,4,4,9,9,9,4,4,4,4,4,4,4,4,4,4,4,9,9,8,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,2,2,8,9,9,4,4,4,4,4,4,4,4,4,4,4,9,9,8,2,2,2,2,2,2,2,2,4,4,4,9,9,8,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,2,2,4,4,2,2,2,2,2,2,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,8,8,8,9,9,2,2,2,2,2,2,2,2,4,4,4,8,8,8,2,2,2,2,2,2,2,2,4,4,4,8,8,4,2,2,2,2,2,2,2,2,4,4,4,8,8,8,8,8,2,2,2,4,4,4,2,2,4,8,8,8,9,9,2,2,2,4,4,4,4,4,4,4,4,8,9,9,3,3,3,4,4,2,4,4,2,2,2,8,8,8,4,4,4,2,2,4,4,4,2,2,4,9,9,8,4,4,2,2,2,4,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,3,3,4,4,4,2,2,2,4,4,2,2,2,2,2,2,8,8,8,4,4,4,4,4,4,8,8,2,2,2,9,9,4,4,4,4,4,4,4,8,8,2,2,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,4,2,2,8,8,4,2,2,4,4,4,8,9,9,4,4,4,4,4,4,8,8,9,9,9,9,8,8,a,a,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,8,8,8,a,a,a,8,8,8,8,8,4,4,4,4,4,4,4,4,4,8,8,8,9,9,8,4,4,8,8,4,4,4,4,2,2,8,9,9,8,8,8,4,4,8,9,9,9,8,8,9,9,9,9,9,9,9,9,8,4,4,4,4,8,9,9,8,8,8,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,8,8,4,4,4,4,4,4,4,8,8,2,2,2,2,2,2,4,4,4,4,4,4,8,8,4,4,4,8,8,9,9,9,a,a,a,8,8,8,9,9,9,a,a,9,9,9,a,a,a,8,8,8,9,9,9,a,a,9,8,8,8,8,8,4,4,8,9,9,9,9,9,9,9,9
24,2,2,2,6,6,3,3,3,3,3,6,1,1,1,6,6,3,3,3,6,6,6,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,4,4,9,a,a,8,8,4,4,4,4,4,4,4,8,8,9,9,9,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,9,8,8,8,4,4,8,9,9,4,4,4,4,4,4,4,4,8,9,9,8,8,4,4,4,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,8,8,8,8,8,9,4,4,4,2,2,2,4,4,8,8,8,4,4,4,4,4,4,8,8,4,4,4,4,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,8,8,8,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,8,4,4,3,6,6,4,4,8,2,2,4,4,4,2,2,2,2,2,2,4,4,8,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,2,2,2,2,4,4,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,2,4,4,4,4,4,4,2,2,2,4,4,4,2,2,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,2,2,4,8,8,2,2,4,2,2,2,3,3,2,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,2,2,4,4,4,4,4,4,4,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,2,2,4,4,4,4,4,4,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,4,4,4,2,2,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,9,a,a,8,4,4,8,8,8,8,8,8,9,9,8,8,8,9,9,9,8,8,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,8,4,4,4,4,4,8,8,8,8,8,4,4,4,4,8,8,4,4,4,8,8,8,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,9,8,8,8,4,4,4,2,2,4,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4,8,8,4,3,3,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,4,4,8,8,8,8,4,4,8,8,8,8,8,9,a,a,9,4,4,8,8,8,4,4,4,8,8,8,4,4,8,9,9,9,9,8,8,8,8,8,8,8,8,8,4,4,9
24,2,2,3,6,6,3,3,3,3,3,6,1,1,1,6,6,3,3,3,6,6,6,2,2,2,2,2,2,2,2,4,4,4,4,4,2,4,4,4,4,4,9,a,a,8,8,8,4,4,4,4,4,4,8,8,9,9,9,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,4,4,4,8,9,9,4,4,4,4,4,4,4,4,8,9,9,8,8,8,4,4,4,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,8,8,8,8,8,4,4,4,2,2,2,2,4,4,8,8,4,4,4,2,4,4,4,8,8,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,8,8,8,4,4,4,4,4,2,4,4,4,8,8,4,4,4,4,4,2,4,4,2,4,4,3,6,6,4,4,4,2,2,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,2,2,2,2,4,4,2,1,1,3,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,2,2,4,4,4,4,4,2,2,2,4,4,4,2,2,2,4,4,4,4,4,2,2,2,2,2,2,4,4,4,2,2,4,8,8,2,2,2,2,2,2,3,3,2,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,3,3,6,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,2,2,2,2,4,4,4,4,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,4,4,4,2,2,4,4,4,2,2,2,2,2,2,4,4,2,4,4,4,4,4,4,8,8,4,4,2,4,4,8,a,a,8,4,4,8,8,8,8,8,9,9,9,8,8,8,9,9,9,8,8,8,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,4,4,4,4,8,8,8,8,8,8,4,4,8,8,8,4,4,4,8,8,8,9,9,9,9,9,9,9,9,8,8,4,8,8,8,9,9,8,8,8,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4,8,8,4,3,3,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,4,4,4,4,8,8,8,4,4,8,8,8,8,8,9,a,a,9,4,4,8,8,8,4,4,8,8,8,8,4,4,8,9,9,9,9,8,8,8,8,8,8,8,8,8,4,4,4
36,2,2,3,6,6,3,3,3,3,3,6,1,1,1,6,6,3,6,6,6,6,6,2,2,2,3,2,3,3,2,2,4,4,2,2,4,8,4,4,4,4,9,a,a,4,8,4,8,4,4,4,4,4,8,8,9,9,9,9,8,9,4,8,8,4,4,4,8,4,4,4,4,4,4,8,8,8,4,8,8,9,9,9,8,8,4,2,4,9,9,9,4,2,2,8,4,4,4,4,8,9,8,8,4,4,8,4,8,8,9,8,8,9,9,9,8,8,4,4,4,4,8,4,4,8,8,8,9,8,9,4,8,2,2,2,2,2,2,8,4,4,4,2,2,4,4,4,8,4,4,4,4,4,4,8,4,8,4,8,4,8,8,4,4,2,4,4,4,8,4,4,4,2,2,4,2,2,2,4,2,4,4,4,2,4,4,2,4,4,4,4,2,4,3,6,3,4,4,8,2,4,4,4,4,2,2,2,2,2,2,4,4,8,2,2,4,4,2,4,8,2,2,2,3,6,3,2,2,2,2,2,2,4,2,2,1,6,3,2,2,2,2,2,2,2,2,4,4,2,4,2,2,4,2,4,4,4,2,2,4,2,2,4,4,4,2,4,2,2,2,4,4,4,4,4,4,4,2,2,4,2,2,2,2,2,4,4,4,2,2,8,4,2,2,2,3,2,3,2,4,2,2,2,2,2,2,4,4,4,2,2,3,2,4,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,4,2,4,2,4,4,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,4,4,4,8,4,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,3,3,6,6,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,8,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,2,4,4,4,4,4,4,2,2,2,4,8,9,9,4,4,4,4,8,8,4,8,8,9,8,4,8,4,9,8,9,4,4,8,9,8,9,8,8,4,4,4,2,4,2,4,4,4,4,4,4,2,2,4,4,2,2,4,2,4,4,4,8,8,4,4,4,4,4,4,9,4,4,4,4,4,4,9,8,9,8,8,9,9,9,8,4,4,8,4,8,8,9,9,8,8,8,8,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,2,2,2,2,2,2,8,4,2,2,2,4,4,2,3,3,3,2,2,4,2,2,2,3,3,2,2,3,2,2,2,2,2,8,4,4,2,4,2,4,4,8,8,4,8,4,8,4,9,8,8,9,9,a,9,9,4,4,8,8,8,4,4,4,4,4,8,4,8,8,8,9,8,9,8,9,8,8,9,8,9,8,8,4,4,4
20,2,2,2,3,3,6,6,6,2,2,2,3,3,2,2,2,2,3,3,6,6,6,2,2,3,6,6,6,6,6,2,4,4,2,2,2,8,8,4,2,2,9,9,9,8,8,8,4,4,4,4,4,8,9,9,9,9,9,9,9,8,4,4,4,8,8,8,8,8,2,2,4,4,4,8,9,9,9,9,9,9,9,8,9,9,4,3,3,9,9,9,2,2,2,4,4,4,4,4,8,8,8,8,8,8,9,9,9,9,9,9,8,8,9,9,9,8,8,8,4,4,4,8,8,8,8,8,9,9,9,9,9,4,2,2,2,2,2,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,9,9,8,8,8,2,2,2,4,4,4,4,4,3,3,2,2,2,2,3,3,2,2,2,2,4,4,3,3,2,8,8,4,2,2,3,3,3,4,4,4,4,4,4,4,4,8,8,8,3,3,2,4,4,4,4,4,2,2,2,4,4,4,3,3,3,6,6,2,2,2,3,3,3,2,2,2,6,6,1,1,1,2,2,2,3,3,2,4,4,2,3,3,3,3,3,4,4,4,2,2,2,2,2,2,4,4,2,2,2,3,3,2,2,2,2,2,2,4,4,4,3,3,3,3,3,2,2,2,2,2,2,4,4,4,3,3,3,3,3,2,2,2,3,3,2,2,2,2,4,4,3,3,3,2,2,2,3,3,2,4,4,4,4,4,6,6,6,2,2,2,3,3,2,2,2,4,4,4,1,1,1,2,2,2,2,2,3,6,6,4,4,4,3,3,2,3,3,2,2,2,6,6,3,4,4,4,4,4,2,3,3,2,2,2,3,3,3,3,3,2,2,2,3,6,6,2,2,2,6,6,6,6,6,3,2,2,2,2,2,2,2,2,3,3,1,1,1,2,2,2,3,3,3,2,2,2,2,2,6,6,3,2,2,2,2,2,2,3,3,3,3,3,6,6,3,3,3,3,2,2,3,3,3,4,4,4,6,6,3,6,6,2,2,2,6,6,3,2,2,2,4,4,6,1,1,2,2,2,3,3,2,2,2,2,2,2,3,6,6,3,3,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,4,4,2,3,3,4,4,4,8,8,8,4,4,2,2,2,8,8,8,8,8,8,8,8,9,a,a,2,2,2,2,2,2,4,4,8,4,4,2,3,3,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,4,9,9,2,2,2,4,4,4,8,8,8,8,8,9,9,9,3,3,2,4,4,9,9,9,9,9,9,9,8,8,9,9,9,8,8,8,4,4,4,2,2,8,8,8,2,2,2,2,2,4,4,4,2,2,2,2,2,4,4,4,3,1,1,4,4,2,3,3,2,3,3,2,4,4,3,6,6,6,6,3,2,2,2,2,2,4,4,4,3,3,2,8,8,4,4,4,8,8,8,8,8,8,8,8,9,9,9,4,4,4,8,8,8,8,8,8,8,8,4,2,2,8,9,9,8,8,8,8,8,8,8,8,9,9,9,4,4,8
24,2,2,2,3,3,6,6,6,2,2,2,3,3,3,2,2,2,3,3,6,6,6,2,2,3,6,6,6,6,6,2,4,4,2,2,2,8,8,4,2,2,9,9,9,8,8,8,4,4,4,4,4,8,9,9,9,9,9,9,9,8,4,4,4,8,8,8,8,8,2,2,2,4,4,8,9,9,9,9,9,9,9,9,9,9,4,3,3,9,9,9,2,2,2,4,4,4,4,4,8,8,8,8,8,8,9,9,9,9,9,9,8,8,9,9,9,8,8,8,4,4,4,8,8,8,8,8,9,9,9,9,9,8,2,2,2,2,2,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,9,9,8,8,4,2,2,2,4,4,4,4,4,3,3,2,2,2,2,3,3,2,2,2,2,4,4,3,3,2,8,8,4,2,2,3,3,3,4,4,4,4,4,4,4,4,8,8,8,3,3,2,4,4,4,4,4,2,2,2,4,4,4,3,3,3,6,6,2,2,2,3,3,3,2,2,2,6,6,1,1,1,2,2,2,3,3,2,4,4,2,3,3,3,3,3,4,4,4,2,2,2,2,2,2,4,4,2,2,2,3,3,2,2,2,2,2,2,4,4,4,3,3,3,3,3,2,2,2,2,2,2,4,4,4,3,3,3,3,3,2,2,2,3,3,2,2,2,2,4,4,3,3,3,2,2,2,3,3,2,4,4,4,4,4,6,6,6,2,2,2,3,3,2,2,2,4,4,4,1,1,6,2,2,2,2,2,3,6,6,4,4,4,3,3,2,3,3,2,2,2,6,6,3,4,4,4,4,4,2,3,3,2,2,2,3,3,3,3,3,2,2,2,3,6,6,2,2,2,6,6,6,6,6,3,2,2,2,2,2,2,2,2,3,3,1,1,1,2,2,2,3,3,3,2,2,2,2,2,6,6,3,2,2,2,2,2,2,3,3,3,3,3,6,6,3,3,3,3,2,2,3,3,3,4,4,4,6,6,3,6,6,2,2,2,6,6,3,2,2,2,4,4,6,1,1,2,2,2,3,3,2,2,2,2,2,2,3,6,6,3,3,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,4,4,2,3,3,4,4,4,8,8,8,4,4,2,2,2,8,8,8,8,8,8,8,8,9,a,a,2,2,2,2,2,2,4,4,4,4,4,2,3,3,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,4,9,9,2,2,2,4,4,4,8,8,8,8,8,9,9,9,3,3,2,4,4,8,9,9,9,9,9,9,8,8,9,9,9,8,8,8,4,4,4,2,2,8,8,4,2,2,2,2,2,4,4,4,2,2,2,2,2,2,4,4,3,1,1,4,4,2,3,3,3,3,3,2,4,4,3,6,6,6,6,3,2,2,2,2,2,4,4,4,3,3,2,8,8,8,4,4,8,8,8,8,8,8,8,8,9,9,9,4,4,4,8,8,8,8,8,8,8,8,4,2,2,8,9,9,8,8,8,8,8,8,8,8,9,9,9,4,4,8
20,2,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,4,8,4,4,2,4,8,8,8,4,8,9,a,9,4,4,4,4,4,8,4,4,8,9,8,8,9,9,8,8,9,8,8,8,8,8,8,8,8,8,4,4,2,4,8,9,9,8,8,8,9,8,8,8,4,4,2,4,9,9,9,2,2,2,8,4,8,4,4,8,9,8,9,9,8,8,8,9,8,8,8,8,8,9,9,8,8,8,4,2,4,8,4,4,8,4,4,9,8,8,9,9,4,2,4,2,2,2,4,4,4,4,2,2,2,4,2,4,4,4,4,8,4,8,8,4,4,8,8,8,9,9,4,2,2,4,4,4,4,4,4,4,2,2,4,4,2,2,4,2,4,2,4,2,2,2,2,2,4,4,2,2,2,2,3,2,4,4,8,4,4,4,4,4,4,8,4,2,2,2,4,4,4,2,4,2,2,2,4,4,2,2,2,3,3,3,2,2,2,2,3,3,4,2,2,3,3,3,3,3,2,2,2,2,2,2,4,2,2,2,3,2,2,2,8,8,4,2,2,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,4,2,2,3,3,3,2,2,2,2,2,2,2,4,2,2,2,2,3,3,3,2,4,2,2,2,2,2,2,4,4,2,2,2,2,2,4,2,2,2,2,4,4,4,4,4,2,3,3,2,2,2,2,2,3,3,2,4,4,4,3,3,3,2,2,2,2,2,3,3,3,2,4,2,2,2,2,2,2,2,2,2,3,3,2,2,4,4,2,2,2,2,3,4,2,2,3,3,3,3,3,3,2,2,2,3,3,2,2,3,6,3,6,6,3,2,2,2,2,2,2,3,3,3,3,6,1,1,6,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,2,3,3,3,4,2,2,3,3,3,2,3,2,2,2,3,3,2,2,2,2,2,2,3,3,6,2,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,4,4,2,2,2,4,4,8,8,8,4,4,4,2,2,2,4,4,8,4,4,4,4,8,9,8,9,4,2,2,2,2,2,4,4,4,4,4,2,3,3,2,2,2,2,4,2,4,4,4,4,4,2,2,2,2,2,2,8,8,4,4,2,4,4,8,4,4,4,4,4,4,8,4,3,2,2,8,8,8,9,9,9,9,9,9,8,9,9,9,9,9,9,8,4,4,4,4,8,4,8,4,4,2,2,4,2,4,4,4,2,2,2,2,2,2,4,4,3,3,3,2,4,2,3,2,3,3,2,2,2,2,3,3,6,6,3,3,2,2,2,2,2,4,4,4,3,3,3,4,2,2,4,4,4,4,8,4,4,4,4,4,4,8,4,4,4,4,4,4,8,8,9,8,4,8,4,4,4,8,8,8,4,8,4,4,4,4,4,4,9,4,9,8,8,9
20,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,2,2,2,4,4,2,2,2,4,8,8,8,4,4,8,8,8,9,9,9,9,9,a,a,a,8,8,8,4,4,8,9,9,8,8,8,8,8,8,8,8,9,9,9,9,9,9,8,8,8,9,9,8,4,4,4,8,8,8,8,8,8,8,4,4,4,4,8,8,8,9,9,4,4,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,8,8,4,4,4,9,9,8,8,8,4,4,4,4,4,4,4,4,8,9,9,9,9,9,8,4,4,4,2,2,4,4,8,9,9,9,8,8,4,4,4,9,9,9,8,8,8,4,4,4,4,4,9,9,9,4,4,4,4,4,8,8,8,9,9,9,8,8,8,9,9,8,8,8,4,4,4,2,2,2,4,4,2,4,4,2,2,2,4,4,4,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,8,8,8,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,2,2,4,4,4,2,2,2,2,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,3,3,2,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,4,4,4,2,2,4,4,4,4,4,4,2,2,2,4,4,2,2,2,3,3,3,2,4,4,2,2,2,2,2,2,6,6,3,3,3,2,4,4,2,2,2,3,3,3,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,4,4,3,3,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,4,4,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,8,8,4,4,4,2,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,8,8,4,4,4,2,2,2,2,2,2,2,2,4,8,8,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,8,9,9,9,9,9,9,9,9,8,8,8,9,9,9,8,8,9,9,9,8,8,8,8,8,8,4,4,4,4,4,4,4,4,2,2,4,4,4,2,2,2,4,4,2,4,4,4,4,4,4,4,4,2,3,3,3,3,3,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,4,8,8,8,4,4,2,2,2,8,8,9
